step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
7,CASH_IN,53647.93,C1000784,7707.58,7707.58,C3000784,540812.07,594460.0,0,0
13,CASH_OUT,120840.6,C1000785,408430.24,287589.64,C3000785,98871.16,219711.76,0,0
21,CASH_IN,174279.59,C1000786,150263.38,150263.38,C3000786,318496.31,492775.9,0,0
10,CASH_IN,199781.05,C1000787,74836.73,74836.73,C3000787,527525.92,727306.97,0,1
26,CASH_OUT,121591.78,C1000788,113165.42,113165.42,C3000788,946631.75,1068223.53,0,0
7,TRANSFER,81000.7,C1000789,234289.9,153289.2,C3000789,391228.22,472228.92,0,0
14,DEBIT,45118.9,C1000790,212433.96,167315.06,C3000790,64906.7,110025.6,0,0
26,PAYMENT,51493.51,C1000791,144443.65,92950.14,M2000791,388161.45,439654.96,0,0
5,DEBIT,95943.05,C1000792,86109.16,86109.16,C3000792,145741.18,241684.23,0,0
3,PAYMENT,73518.81,C1000793,381115.39,307596.58,M2000793,229989.61,303508.42,0,0
23,PAYMENT,182771.52,C1000794,495054.89,312283.37,M2000794,618090.62,800862.14,0,0
29,CASH_IN,73722.26,C1000795,388895.79,315173.53,C3000795,67423.87,141146.13,0,0
11,PAYMENT,74751.57,C1000796,147968.48,73216.91,M2000796,464723.76,539475.33,0,0
11,PAYMENT,76768.55,C1000797,122404.48,45635.93,M2000797,609461.59,686230.14,0,0
18,CASH_OUT,167340.38,C1000798,108832.94,108832.94,C3000798,421858.39,589198.77,0,0
15,DEBIT,130192.59,C1000799,68347.54,68347.54,C3000799,19126.35,149318.94,0,0
12,CASH_OUT,122872.35,C1000800,275665.27,152792.92,C3000800,985519.36,1108391.71,0,0
9,PAYMENT,66895.19,C1000801,302700.19,235805.0,M2000801,367115.77,434010.96,0,0
10,CASH_IN,163599.04,C1000802,352751.33,189152.29,C3000802,778577.19,942176.23,0,0
26,CASH_OUT,7768.94,C1000803,340106.69,332337.75,C3000803,325646.49,333415.43,0,0
12,CASH_OUT,174172.35,C1000804,146166.66,146166.66,C3000804,475016.76,649189.11,1,0
17,TRANSFER,102598.7,C1000805,165155.5,62556.8,C3000805,388463.64,491062.34,0,0
29,PAYMENT,79710.22,C1000806,340757.27,261047.05,M2000806,342539.23,422249.45,0,0
6,CASH_IN,99483.74,C1000807,174723.82,75240.08,C3000807,21851.38,121335.12,0,0
7,CASH_OUT,133516.36,C1000808,106311.59,106311.59,C3000808,360020.94,493537.3,0,0
14,CASH_OUT,2651.81,C1000809,187168.08,184516.27,C3000809,889489.99,892141.8,0,0
13,CASH_IN,174323.22,C1000810,136042.08,136042.08,C3000810,690393.34,864716.56,0,0
8,PAYMENT,89403.23,C1000811,44156.36,44156.36,M2000811,145422.86,234826.09,0,0
10,TRANSFER,68659.01,C1000812,415069.45,346410.44,C3000812,591155.0,659814.01,0,0
9,CASH_OUT,27735.29,C1000813,426555.69,398820.4,C3000813,892230.86,919966.15,0,0
18,TRANSFER,87949.13,C1000814,109875.15,21926.02,C3000814,700034.04,787983.17,0,0
27,DEBIT,99314.92,C1000815,32386.1,32386.1,C3000815,148684.39,247999.31,0,0
26,PAYMENT,80788.97,C1000816,369413.72,288624.75,M2000816,867832.5,948621.47,0,0
2,DEBIT,135764.15,C1000817,105764.31,105764.31,C3000817,301544.01,437308.16,0,0
5,DEBIT,84237.22,C1000818,196717.74,112480.52,C3000818,454076.14,538313.36,0,0
29,DEBIT,192287.37,C1000819,32067.63,32067.63,C3000819,526142.76,718430.13,0,1
5,PAYMENT,119895.58,C1000820,113134.79,113134.79,M2000820,850506.6,970402.18,0,0
6,PAYMENT,161514.84,C1000821,396451.14,234936.3,M2000821,931607.5,1093122.34,0,0
19,CASH_IN,21960.25,C1000822,402198.22,380237.97,C3000822,929652.88,951613.13,0,0
8,TRANSFER,79518.53,C1000823,103542.41,24023.88,C3000823,7954.18,87472.71,0,0
16,TRANSFER,67435.86,C1000824,167956.92,100521.06,C3000824,921888.49,989324.35,0,0
13,CASH_IN,113939.53,C1000825,67119.21,67119.21,C3000825,54386.97,168326.5,0,0
1,CASH_IN,172236.59,C1000826,37086.32,37086.32,C3000826,265773.66,438010.25,0,0
22,DEBIT,15759.81,C1000827,496085.86,480326.05,C3000827,514987.85,530747.66,0,0
20,CASH_IN,14607.7,C1000828,327796.98,313189.28,C3000828,479925.69,494533.39,0,0
17,CASH_OUT,170078.51,C1000829,271048.25,100969.74,C3000829,604709.79,774788.3,1,0
7,TRANSFER,42648.73,C1000830,382749.25,340100.52,C3000830,479446.23,522094.96,0,0
25,CASH_IN,133783.78,C1000831,420038.58,286254.8,C3000831,934375.68,1068159.46,0,0
13,CASH_OUT,108621.34,C1000832,403357.38,294736.04,C3000832,240548.85,349170.19,0,0
4,CASH_OUT,166595.43,C1000833,8269.72,8269.72,C3000833,274024.69,440620.12,0,0
4,CASH_OUT,25105.27,C1000834,93403.95,68298.68,C3000834,920737.94,945843.21,0,0
6,CASH_OUT,26043.61,C1000835,327452.65,301409.04,C3000835,76739.51,102783.12,0,0
28,DEBIT,111407.99,C1000836,187879.67,76471.68,C3000836,609560.82,720968.81,0,0
19,CASH_OUT,189281.09,C1000837,491241.33,301960.24,C3000837,681735.95,871017.04,0,0
29,DEBIT,83058.05,C1000838,332702.4,249644.35,C3000838,505541.72,588599.77,0,0
12,DEBIT,65455.73,C1000839,478274.45,412818.72,C3000839,694231.88,759687.61,0,0
22,CASH_OUT,121377.2,C1000840,100723.24,100723.24,C3000840,172754.65,294131.85,0,0
7,TRANSFER,186096.68,C1000841,431978.51,245881.83,C3000841,852632.23,1038728.91,1,0
27,CASH_OUT,167401.87,C1000842,160676.15,160676.15,C3000842,140025.69,307427.56,0,0
10,CASH_OUT,199097.17,C1000843,494782.4,295685.23,C3000843,400812.44,599909.61,0,1
26,CASH_OUT,4611.46,C1000844,78844.34,74232.88,C3000844,75257.6,79869.06,0,0
19,TRANSFER,22660.34,C1000845,258169.91,235509.57,C3000845,545211.08,567871.42,0,0
7,PAYMENT,121932.61,C1000846,396422.27,274489.66,M2000846,669745.81,791678.42,0,0
30,PAYMENT,164133.23,C1000847,216321.24,52188.01,M2000847,941221.64,1105354.87,0,0
3,DEBIT,57120.34,C1000848,234042.03,176921.69,C3000848,739336.2,796456.54,0,0
13,DEBIT,47918.3,C1000849,493177.9,445259.6,C3000849,541102.92,589021.22,0,0
13,TRANSFER,157416.46,C1000850,212654.08,55237.62,C3000850,932617.02,1090033.48,1,0
18,CASH_IN,11370.73,C1000851,302036.05,290665.32,C3000851,478436.84,489807.57,0,0
28,PAYMENT,73939.59,C1000852,27269.83,27269.83,M2000852,561205.65,635145.24,0,0
30,DEBIT,101211.26,C1000853,421105.04,319893.78,C3000853,596098.53,697309.79,0,0
26,PAYMENT,112113.7,C1000854,324084.02,211970.32,M2000854,409979.73,522093.43,0,0
20,TRANSFER,145750.17,C1000855,202010.05,56259.88,C3000855,838482.69,984232.86,0,0
28,TRANSFER,71033.66,C1000856,8084.77,8084.77,C3000856,185175.94,256209.6,0,0
8,CASH_IN,122575.6,C1000857,295834.41,173258.81,C3000857,554842.19,677417.79,0,0
29,CASH_IN,117116.55,C1000858,6328.91,6328.91,C3000858,722233.26,839349.81,0,0
9,TRANSFER,109568.46,C1000859,601.81,601.81,C3000859,903976.17,1013544.63,0,0
7,DEBIT,128132.61,C1000860,308049.28,179916.67,C3000860,883918.4,1012051.01,0,0
1,PAYMENT,51963.89,C1000861,94508.53,42544.64,M2000861,508740.29,560704.18,0,0
3,CASH_OUT,17021.29,C1000862,95943.77,78922.48,C3000862,643161.45,660182.74,0,0
13,CASH_IN,23942.41,C1000863,326635.78,302693.37,C3000863,394237.74,418180.15,0,0
28,CASH_OUT,44994.02,C1000864,26848.59,26848.59,C3000864,468177.76,513171.78,0,0
30,DEBIT,100089.57,C1000865,156702.78,56613.21,C3000865,906265.79,1006355.36,0,0
25,CASH_IN,168104.51,C1000866,74715.95,74715.95,C3000866,930703.99,1098808.5,0,0
28,CASH_OUT,140288.54,C1000867,290088.18,149799.64,C3000867,895414.06,1035702.6,0,0
17,DEBIT,157829.22,C1000868,330882.58,173053.36,C3000868,138370.86,296200.08,0,0
25,PAYMENT,70260.03,C1000869,360567.93,290307.9,M2000869,850084.02,920344.05,0,0
24,DEBIT,80990.28,C1000870,127615.61,46625.33,C3000870,948363.73,1029354.01,0,0
1,CASH_IN,78797.01,C1000871,44624.88,44624.88,C3000871,361249.69,440046.7,0,0
6,TRANSFER,38455.45,C1000872,39341.83,886.38,C3000872,518646.29,557101.74,0,0
21,PAYMENT,12337.21,C1000873,213075.77,200738.56,M2000873,779095.26,791432.47,0,0
6,CASH_OUT,118224.13,C1000874,472922.2,354698.07,C3000874,562078.14,680302.27,0,0
26,CASH_IN,197844.42,C1000875,108864.52,108864.52,C3000875,993483.52,1191327.94,0,1
12,TRANSFER,33449.26,C1000876,128370.8,94921.54,C3000876,455713.37,489162.63,0,0
13,DEBIT,9432.3,C1000877,50444.4,41012.1,C3000877,713942.71,723375.01,0,0
13,TRANSFER,155928.38,C1000878,302785.14,146856.76,C3000878,792591.14,948519.52,1,0
29,CASH_IN,50591.94,C1000879,339936.44,289344.5,C3000879,494100.42,544692.36,0,0
15,CASH_IN,165945.8,C1000880,321465.6,155519.8,C3000880,856983.81,1022929.61,0,0
21,TRANSFER,140816.94,C1000881,430565.12,289748.18,C3000881,546154.59,686971.53,0,0
16,DEBIT,189140.14,C1000882,243212.92,54072.78,C3000882,411650.8,600790.94,0,0
22,TRANSFER,81844.55,C1000883,67228.52,67228.52,C3000883,107823.67,189668.22,0,0
21,CASH_IN,132427.77,C1000884,144702.57,12274.8,C3000884,393413.58,525841.35,0,0
11,CASH_IN,93024.47,C1000885,331214.99,238190.52,C3000885,733936.45,826960.92,0,0
28,CASH_OUT,126154.68,C1000886,306560.99,180406.31,C3000886,921286.41,1047441.09,0,0
5,CASH_OUT,89974.82,C1000887,265501.56,175526.74,C3000887,251679.4,341654.22,0,0
4,PAYMENT,37807.59,C1000888,341482.21,303674.62,M2000888,355235.52,393043.11,0,0
3,CASH_IN,101628.69,C1000889,318695.43,217066.74,C3000889,153960.99,255589.68,0,0
19,CASH_OUT,105763.98,C1000890,440662.44,334898.46,C3000890,690722.89,796486.87,0,0
20,TRANSFER,162139.71,C1000891,293008.19,130868.48,C3000891,960188.43,1122328.14,1,0
25,DEBIT,147130.59,C1000892,389300.68,242170.09,C3000892,640952.22,788082.81,0,0
18,TRANSFER,132791.95,C1000893,124353.58,124353.58,C3000893,617076.53,749868.48,0,0
15,DEBIT,22766.08,C1000894,339091.29,316325.21,C3000894,553489.93,576256.01,0,0
9,CASH_OUT,144151.2,C1000895,451097.06,306945.86,C3000895,88455.74,232606.94,0,0
17,PAYMENT,100111.0,C1000896,192866.16,92755.16,M2000896,729503.83,829614.83,0,0
14,TRANSFER,178830.5,C1000897,389552.09,210721.59,C3000897,602049.54,780880.04,0,0
15,TRANSFER,183982.2,C1000898,362394.65,178412.45,C3000898,661476.77,845458.97,0,0
1,TRANSFER,11125.8,C1000899,29763.1,18637.3,C3000899,898811.09,909936.89,0,0
21,DEBIT,164146.25,C1000900,290754.15,126607.9,C3000900,783960.79,948107.04,0,0
22,CASH_OUT,7635.71,C1000901,65094.67,57458.96,C3000901,780915.25,788550.96,0,0
22,TRANSFER,73497.21,C1000902,483659.59,410162.38,C3000902,927183.77,1000680.98,0,0
3,TRANSFER,108505.77,C1000903,405703.75,297197.98,C3000903,989934.95,1098440.72,0,0
16,PAYMENT,29705.35,C1000904,54861.9,25156.55,M2000904,581282.73,610988.08,0,0
23,PAYMENT,149288.13,C1000905,60876.0,60876.0,M2000905,108881.62,258169.75,0,0
25,CASH_OUT,1770.11,C1000906,297236.93,295466.82,C3000906,459129.91,460900.02,0,0
11,CASH_OUT,33802.95,C1000907,172444.59,138641.64,C3000907,787601.15,821404.1,0,0
12,CASH_IN,116201.29,C1000908,17452.93,17452.93,C3000908,27725.32,143926.61,0,0
10,PAYMENT,142906.07,C1000909,270820.75,127914.68,M2000909,56887.44,199793.51,0,0
16,CASH_IN,183336.96,C1000910,193922.55,10585.59,C3000910,67157.78,250494.74,0,0
8,DEBIT,141128.78,C1000911,50538.25,50538.25,C3000911,731035.76,872164.54,0,0
6,CASH_IN,134388.68,C1000912,400960.2,266571.52,C3000912,501166.63,635555.31,0,0
12,TRANSFER,78928.8,C1000913,457538.38,378609.58,C3000913,368897.94,447826.74,0,0
24,CASH_IN,356.76,C1000914,378296.97,377940.21,C3000914,105617.05,105973.81,0,0
28,CASH_OUT,24119.84,C1000915,411211.16,387091.32,C3000915,732240.25,756360.09,0,0
21,DEBIT,106957.45,C1000916,108245.28,1287.83,C3000916,321019.81,427977.26,0,0
8,TRANSFER,135058.46,C1000917,131786.48,131786.48,C3000917,265324.07,400382.53,0,0
26,CASH_IN,83547.91,C1000918,104263.77,20715.86,C3000918,652319.2,735867.11,0,0
28,DEBIT,146162.73,C1000919,382531.72,236368.99,C3000919,559010.89,705173.62,0,0
4,DEBIT,104420.27,C1000920,473958.54,369538.27,C3000920,362410.64,466830.91,0,0
26,TRANSFER,14927.82,C1000921,358418.6,343490.78,C3000921,641487.47,656415.29,0,0
8,CASH_IN,38484.05,C1000922,440733.38,402249.33,C3000922,271221.52,309705.57,0,0
26,DEBIT,168015.64,C1000923,319349.55,151333.91,C3000923,794830.26,962845.9,0,0
28,DEBIT,145010.06,C1000924,193829.95,48819.89,C3000924,229318.95,374329.01,0,0
18,PAYMENT,178962.92,C1000925,212880.81,33917.89,M2000925,158837.7,337800.62,0,0
28,DEBIT,23599.69,C1000926,37660.72,14061.03,C3000926,782439.41,806039.1,0,0
28,PAYMENT,198045.48,C1000927,15728.6,15728.6,M2000927,707892.03,905937.51,0,1
5,CASH_IN,41960.4,C1000928,347737.8,305777.4,C3000928,182638.98,224599.38,0,0
9,CASH_IN,2454.8,C1000929,219214.45,216759.65,C3000929,116245.75,118700.55,0,0
4,CASH_IN,199484.85,C1000930,276107.53,76622.68,C3000930,838399.09,1037883.94,0,1
27,CASH_OUT,56286.67,C1000931,278830.62,222543.95,C3000931,776598.48,832885.15,0,0
22,CASH_IN,133637.09,C1000932,138687.91,5050.82,C3000932,327257.37,460894.46,0,0
17,DEBIT,35418.79,C1000933,237946.26,202527.47,C3000933,658197.41,693616.2,0,0
9,TRANSFER,116087.68,C1000934,235380.11,119292.43,C3000934,124160.19,240247.87,0,0
1,PAYMENT,180816.59,C1000935,194213.61,13397.02,M2000935,507047.66,687864.25,0,0
21,CASH_OUT,64104.22,C1000936,410337.69,346233.47,C3000936,18730.29,82834.51,0,0
20,CASH_IN,134083.77,C1000937,225582.0,91498.23,C3000937,391601.88,525685.65,0,0
13,CASH_IN,37661.93,C1000938,301822.26,264160.33,C3000938,74842.82,112504.75,0,0
28,TRANSFER,124996.6,C1000939,447760.06,322763.46,C3000939,475147.18,600143.78,0,0
16,TRANSFER,67356.43,C1000940,433116.81,365760.38,C3000940,421681.65,489038.08,0,0
29,CASH_OUT,42320.53,C1000941,445211.1,402890.57,C3000941,444385.03,486705.56,0,0
13,PAYMENT,62705.09,C1000942,135002.5,72297.41,M2000942,45331.3,108036.39,0,0
14,CASH_IN,35850.33,C1000943,17491.24,17491.24,C3000943,361616.34,397466.67,0,0
3,CASH_OUT,180393.03,C1000944,130533.4,130533.4,C3000944,756483.85,936876.88,1,0
29,DEBIT,79497.66,C1000945,139353.67,59856.01,C3000945,368914.37,448412.03,0,0
6,DEBIT,49131.33,C1000946,454680.16,405548.83,C3000946,715171.95,764303.28,0,0
18,CASH_OUT,89736.73,C1000947,324621.37,234884.64,C3000947,369478.72,459215.45,0,0
19,CASH_IN,64175.18,C1000948,40851.98,40851.98,C3000948,423239.44,487414.62,0,0
5,CASH_OUT,148909.41,C1000949,67689.3,67689.3,C3000949,563892.11,712801.52,0,0
15,CASH_IN,194246.86,C1000950,77838.06,77838.06,C3000950,950681.94,1144928.8,0,1
25,TRANSFER,87662.93,C1000951,315210.87,227547.94,C3000951,108860.45,196523.38,0,0
2,CASH_OUT,172220.58,C1000952,367707.01,195486.43,C3000952,32913.77,205134.35,1,0
10,CASH_IN,113216.03,C1000953,429821.96,316605.93,C3000953,607957.18,721173.21,0,0
24,CASH_OUT,31531.41,C1000954,470318.28,438786.87,C3000954,949097.09,980628.5,0,0
30,CASH_OUT,138155.49,C1000955,100852.28,100852.28,C3000955,989723.13,1127878.62,0,0
18,CASH_IN,102735.56,C1000956,154886.24,52150.68,C3000956,484164.25,586899.81,0,0
27,CASH_IN,130156.24,C1000957,120161.44,120161.44,C3000957,468081.62,598237.86,0,0
13,PAYMENT,177948.51,C1000958,179380.78,1432.27,M2000958,644963.77,822912.28,0,0
5,CASH_OUT,88142.87,C1000959,457332.55,369189.68,C3000959,555634.76,643777.63,0,0
23,DEBIT,180245.41,C1000960,287556.28,107310.87,C3000960,634088.06,814333.47,0,0
24,CASH_OUT,150158.74,C1000961,369095.95,218937.21,C3000961,873999.43,1024158.17,1,0
1,CASH_OUT,97772.12,C1000962,245059.62,147287.5,C3000962,746306.17,844078.29,0,0
22,CASH_IN,120684.1,C1000963,14428.96,14428.96,C3000963,496877.39,617561.49,0,0
1,CASH_OUT,65183.67,C1000964,32097.74,32097.74,C3000964,461864.46,527048.13,0,0
18,CASH_OUT,196721.1,C1000965,268961.52,72240.42,C3000965,639601.75,836322.85,1,1
15,DEBIT,133503.5,C1000966,359394.52,225891.02,C3000966,455706.28,589209.78,0,0
17,CASH_IN,8864.99,C1000967,107665.26,98800.27,C3000967,457779.35,466644.34,0,0
11,CASH_OUT,65391.72,C1000968,360954.79,295563.07,C3000968,16305.9,81697.62,0,0
21,TRANSFER,124700.56,C1000969,405332.89,280632.33,C3000969,174064.14,298764.7,0,0
26,PAYMENT,11361.02,C1000970,205948.74,194587.72,M2000970,488513.64,499874.66,0,0
25,DEBIT,4874.45,C1000971,373209.62,368335.17,C3000971,822653.46,827527.91,0,0
22,CASH_OUT,90059.85,C1000972,202014.98,111955.13,C3000972,278727.01,368786.86,0,0
27,TRANSFER,66604.77,C1000973,339175.31,272570.54,C3000973,522643.43,589248.2,0,0
27,CASH_OUT,87715.89,C1000974,381998.52,294282.63,C3000974,344962.08,432677.97,0,0
17,CASH_OUT,52612.39,C1000975,495963.31,443350.92,C3000975,104803.99,157416.38,0,0
13,CASH_IN,33027.08,C1000976,172698.33,139671.25,C3000976,958298.48,991325.56,0,0
1,CASH_IN,137859.76,C1000977,205520.39,67660.63,C3000977,854673.87,992533.63,0,0
2,CASH_IN,102962.77,C1000978,82810.03,82810.03,C3000978,78492.42,181455.19,0,0
9,TRANSFER,40110.83,C1000979,102036.53,61925.7,C3000979,719787.26,759898.09,0,0
3,CASH_OUT,63985.93,C1000980,346697.5,282711.57,C3000980,347579.9,411565.83,0,0
1,PAYMENT,118402.4,C1000981,458522.8,340120.4,M2000981,994849.81,1113252.21,0,0
21,DEBIT,14538.65,C1000982,197302.48,182763.83,C3000982,302398.52,316937.17,0,0
16,CASH_IN,29575.86,C1000983,89922.22,60346.36,C3000983,238738.45,268314.31,0,0
23,CASH_IN,14741.8,C1000984,142549.75,127807.95,C3000984,567890.55,582632.35,0,0
6,CASH_OUT,162482.23,C1000985,227525.85,65043.62,C3000985,835126.16,997608.39,1,0
28,CASH_OUT,150506.61,C1000986,145325.16,145325.16,C3000986,192518.87,343025.48,1,0
17,TRANSFER,150687.26,C1000987,116789.54,116789.54,C3000987,709402.77,860090.03,0,0
5,TRANSFER,143293.44,C1000988,367992.24,224698.8,C3000988,61406.58,204700.02,0,0
5,CASH_IN,133910.15,C1000989,3922.46,3922.46,C3000989,918934.74,1052844.89,0,0
6,CASH_OUT,95450.68,C1000990,269615.26,174164.58,C3000990,81074.92,176525.6,0,0
3,PAYMENT,128491.4,C1000991,396883.4,268392.0,M2000991,914231.38,1042722.78,0,0
21,DEBIT,7768.47,C1000992,133114.14,125345.67,C3000992,490807.25,498575.72,0,0
23,CASH_OUT,124330.74,C1000993,301645.76,177315.02,C3000993,448091.11,572421.85,0,0
5,CASH_OUT,155597.75,C1000994,334450.05,178852.3,C3000994,973307.08,1128904.83,1,0
21,TRANSFER,100121.64,C1000995,327512.35,227390.71,C3000995,990384.18,1090505.82,0,0
5,DEBIT,71566.91,C1000996,222924.82,151357.91,C3000996,650178.13,721745.04,0,0
10,CASH_IN,55557.6,C1000997,173288.99,117731.39,C3000997,127119.29,182676.89,0,0
10,CASH_OUT,128596.13,C1000998,417962.04,289365.91,C3000998,506170.09,634766.22,0,0
19,CASH_IN,138590.96,C1000999,379222.98,240632.02,C3000999,529163.1,667754.06,0,0
17,CASH_OUT,174206.42,C1001000,160627.59,160627.59,C3001000,514446.43,688652.85,1,0
21,CASH_IN,68532.58,C1001001,51509.6,51509.6,C3001001,569491.84,638024.42,0,0
14,DEBIT,153977.48,C1001002,35903.77,35903.77,C3001002,18724.71,172702.19,0,0
9,TRANSFER,112315.03,C1001003,47137.99,47137.99,C3001003,711227.28,823542.31,0,0
14,DEBIT,176579.01,C1001004,291434.68,114855.67,C3001004,712394.3,888973.31,0,0
1,PAYMENT,105609.64,C1001005,25831.09,25831.09,M2001005,115469.78,221079.42,0,0
19,TRANSFER,103574.2,C1001006,168463.44,64889.24,C3001006,570239.44,673813.64,0,0
13,DEBIT,115617.63,C1001007,376599.85,260982.22,C3001007,568361.18,683978.81,0,0
13,PAYMENT,149888.14,C1001008,147174.08,147174.08,M2001008,682450.42,832338.56,0,0
4,CASH_OUT,192941.63,C1001009,381654.04,188712.41,C3001009,85397.69,278339.32,0,1
30,CASH_OUT,14805.31,C1001010,372733.52,357928.21,C3001010,626503.31,641308.62,0,0
1,CASH_IN,10781.58,C1001011,122913.57,112131.99,C3001011,280751.95,291533.53,0,0
17,TRANSFER,187516.31,C1001012,364411.09,176894.78,C3001012,507002.99,694519.3,0,0
8,CASH_OUT,106022.14,C1001013,373888.32,267866.18,C3001013,773323.55,879345.69,0,0
2,TRANSFER,123019.11,C1001014,198726.96,75707.85,C3001014,705645.94,828665.05,0,0
28,CASH_OUT,96536.48,C1001015,105210.24,8673.76,C3001015,118903.02,215439.5,0,0
8,CASH_IN,18822.12,C1001016,260635.4,241813.28,C3001016,591184.79,610006.91,0,0
7,DEBIT,153641.07,C1001017,460698.79,307057.72,C3001017,969116.53,1122757.6,0,0
26,CASH_IN,149470.21,C1001018,319808.37,170338.16,C3001018,156769.44,306239.65,0,0
26,PAYMENT,62409.49,C1001019,86461.25,24051.76,M2001019,852907.09,915316.58,0,0
2,CASH_OUT,61317.23,C1001020,341378.46,280061.23,C3001020,702548.08,763865.31,0,0
22,PAYMENT,167584.49,C1001021,213601.51,46017.02,M2001021,774003.31,941587.8,0,0
22,PAYMENT,14564.22,C1001022,295764.4,281200.18,M2001022,281958.33,296522.55,0,0
3,TRANSFER,176232.92,C1001023,367032.02,190799.1,C3001023,287888.93,464121.85,1,0
27,CASH_OUT,51406.67,C1001024,257473.68,206067.01,C3001024,906019.46,957426.13,0,0
18,PAYMENT,118637.65,C1001025,406991.99,288354.34,M2001025,359832.03,478469.68,0,0
12,DEBIT,187205.24,C1001026,361077.79,173872.55,C3001026,63015.39,250220.63,0,0
1,PAYMENT,135656.69,C1001027,307536.67,171879.98,M2001027,600596.7,736253.39,0,0
22,DEBIT,82944.52,C1001028,75396.41,75396.41,C3001028,124817.67,207762.19,0,0
12,TRANSFER,137937.89,C1001029,417974.56,280036.67,C3001029,796596.24,934534.13,0,0
5,PAYMENT,68861.53,C1001030,467952.79,399091.26,M2001030,641746.44,710607.97,0,0
30,CASH_IN,55523.96,C1001031,68482.56,12958.6,C3001031,874726.51,930250.47,0,0
30,TRANSFER,199336.99,C1001032,244120.56,44783.57,C3001032,784837.25,984174.24,1,1
27,DEBIT,150182.97,C1001033,129444.37,129444.37,C3001033,112113.65,262296.62,0,0
25,TRANSFER,128979.52,C1001034,377261.65,248282.13,C3001034,381070.68,510050.2,0,0
17,PAYMENT,71122.4,C1001035,360814.82,289692.42,M2001035,774560.25,845682.65,0,0
16,CASH_OUT,9927.25,C1001036,70442.56,60515.31,C3001036,417341.47,427268.72,0,0
15,CASH_OUT,6308.27,C1001037,438513.64,432205.37,C3001037,972365.48,978673.75,0,0
23,DEBIT,110880.83,C1001038,90486.53,90486.53,C3001038,735740.45,846621.28,0,0
15,DEBIT,152430.34,C1001039,398629.51,246199.17,C3001039,15499.92,167930.26,0,0
5,CASH_OUT,107522.1,C1001040,228490.18,120968.08,C3001040,879985.69,987507.79,0,0
21,DEBIT,168172.94,C1001041,164136.15,164136.15,C3001041,100804.78,268977.72,0,0
14,TRANSFER,6781.96,C1001042,79119.63,72337.67,C3001042,140523.72,147305.68,0,0
2,CASH_IN,73413.74,C1001043,83807.13,10393.39,C3001043,734492.4,807906.14,0,0
11,CASH_IN,47490.37,C1001044,330945.28,283454.91,C3001044,864968.56,912458.93,0,0
19,TRANSFER,89509.87,C1001045,275215.19,185705.32,C3001045,536349.63,625859.5,0,0
7,CASH_IN,14568.04,C1001046,61042.71,46474.67,C3001046,289049.73,303617.77,0,0
6,PAYMENT,190830.92,C1001047,56348.93,56348.93,M2001047,351315.55,542146.47,0,1
28,TRANSFER,44728.75,C1001048,36155.29,36155.29,C3001048,342889.33,387618.08,0,0
2,DEBIT,184469.32,C1001049,371883.67,187414.35,C3001049,326678.1,511147.42,0,0
6,TRANSFER,85236.04,C1001050,355941.04,270705.0,C3001050,242909.67,328145.71,0,0
18,CASH_OUT,197106.27,C1001051,29215.5,29215.5,C3001051,608867.09,805973.36,1,1
2,DEBIT,110856.27,C1001052,280135.04,169278.77,C3001052,900405.32,1011261.59,0,0
18,CASH_OUT,186173.49,C1001053,42338.08,42338.08,C3001053,307082.41,493255.9,1,0
30,DEBIT,1169.26,C1001054,451872.89,450703.63,C3001054,186694.3,187863.56,0,0
15,CASH_IN,149672.94,C1001055,453558.71,303885.77,C3001055,838577.67,988250.61,0,0
27,TRANSFER,180619.83,C1001056,349116.49,168496.66,C3001056,741783.33,922403.16,1,0
19,PAYMENT,28030.14,C1001057,463094.46,435064.32,M2001057,930837.03,958867.17,0,0
2,DEBIT,19315.56,C1001058,405726.52,386410.96,C3001058,165519.74,184835.3,0,0
20,DEBIT,84972.06,C1001059,414269.29,329297.23,C3001059,144251.31,229223.37,0,0
25,CASH_OUT,186742.41,C1001060,284853.93,98111.52,C3001060,541429.39,728171.8,1,0
6,CASH_IN,108523.07,C1001061,153029.6,44506.53,C3001061,614433.65,722956.72,0,0
1,CASH_OUT,105538.55,C1001062,108899.56,3361.01,C3001062,480173.44,585711.99,0,0
24,CASH_OUT,28311.11,C1001063,163600.01,135288.9,C3001063,598966.64,627277.75,0,0
15,CASH_IN,257.82,C1001064,314247.72,313989.9,C3001064,180379.77,180637.59,0,0
28,PAYMENT,162047.0,C1001065,86328.27,86328.27,M2001065,479613.75,641660.75,0,0
30,CASH_OUT,17606.16,C1001066,129320.12,111713.96,C3001066,658092.56,675698.72,0,0
23,CASH_OUT,126806.58,C1001067,234030.43,107223.85,C3001067,432706.45,559513.03,0,0
10,DEBIT,182931.83,C1001068,116525.05,116525.05,C3001068,679447.34,862379.17,0,0
19,CASH_IN,41809.52,C1001069,294321.83,252512.31,C3001069,451191.28,493000.8,0,0
17,TRANSFER,133088.04,C1001070,461588.01,328499.97,C3001070,333599.58,466687.62,0,0
5,PAYMENT,15831.85,C1001071,374044.68,358212.83,M2001071,303605.05,319436.9,0,0
29,PAYMENT,120790.65,C1001072,333213.31,212422.66,M2001072,410902.06,531692.71,0,0
